id,Height_M,Spread_M,Carbon_Sequest_YR,Pollution_Removal_in_1_year,Pollution_Removal_in_2_years,Pollution_Removal_in_3_year,Pollution_Removal_in_4_years,Pollution_Removal_in_5_years,Actual_Pollution_Year_grams,lat,lon
5786,15.0,6.0,7.7,198.04303210353953,244.45873071225014,290.87442932096064,337.29012792967126,383.70582653838176,250.7,51.515596,-0.127094
5794,16.0,12.0,17.8,729.7832766862621,776.1989752949726,822.6146739036833,869.0303725123938,915.4460711211043,578.8,51.539532,-0.17030499999999998
5798,10.0,7.0,15.6,219.38571361444133,265.80141222315183,312.21711083186244,358.63280944057294,405.04850804928344,155.2,51.545895,-0.19478399999999998
5802,23.0,18.0,37.5,1279.762638165098,1326.1783367738087,1372.594035382519,1419.0097339912297,1465.42543259994,1302.3,51.53454,-0.142351
5804,14.0,10.0,13.7,540.5855556717665,587.001254280477,633.4169528891875,679.8326514978983,726.2483501066088,434.6,51.5514,-0.163503
5807,24.0,19.0,37.3,1382.3736921820885,1428.7893907907992,1475.2050893995095,1521.62078800822,1568.0364866169307,1451.0,51.535053999999995,-0.132442
5816,23.0,12.0,41.5,706.5500602331574,752.9657588418679,799.3814574505784,845.7971560592891,892.2128546679996,626.0,51.528679,-0.140638
5818,18.0,15.0,20.2,1018.1961014124076,1064.611800021118,1111.0274986298286,1157.4431972385391,1203.8588958472496,888.0,51.552935999999995,-0.153749
5819,28.0,16.0,34.3,1148.5219282628898,1194.9376268716003,1241.3533254803108,1287.7690240890215,1334.1847226977318,1112.9,51.544757000000004,-0.132097
5821,22.0,12.0,9.7,811.0516491923509,857.4673478010614,903.8830464097721,950.2987450184824,996.7144436271931,626.0,51.516584,-0.126274
5825,22.0,18.0,30.5,1295.9520497724616,1342.3677483811719,1388.7834469898826,1435.1991455985933,1481.6148442073036,1314.1,51.555969,-0.182907
5827,20.0,6.0,13.2,222.14473341668133,268.56043202539183,314.97613063410233,361.39182924281295,407.80752785152356,169.6,51.542382,-0.134935
5855,17.0,6.0,10.3,206.2593226715087,252.6750212802192,299.0907198889297,345.5064184976404,391.9221171063509,169.6,51.542017,-0.13053399999999998
5867,9.0,6.0,14.3,122.11612193727922,168.53182054598983,214.94751915470033,261.36321776341094,307.77891637212144,139.2,51.553173,-0.137697
5873,21.0,8.0,14.1,414.00016144430845,460.41586005301895,506.83155866172956,553.2472572704401,599.6629558791506,301.6,51.535296,-0.131961
5878,22.0,21.0,28.0,1584.3388261850414,1630.754524793752,1677.1702234024624,1723.585922011173,1770.0016206198834,1740.4,51.522408,-0.12551099999999998
5889,16.0,8.0,9.5,386.6935827272696,433.1092813359801,479.5249799446907,525.9406785534011,572.3563771621118,278.2,51.554144,-0.20757199999999998
5892,14.0,8.0,10.8,364.58949007574654,411.00518868445715,457.42088729316765,503.83658590187827,550.2522845105887,442.0,51.528164000000004,-0.13931
5921,22.0,19.0,31.2,1386.6208137403855,1433.036512349096,1479.452210957807,1525.8679095665173,1572.2836081752275,1424.7,51.55341,-0.156563
5930,12.0,9.0,6.6,455.2322057301052,501.6479043388157,548.0636029475263,594.4793015562368,640.8950001649473,169.4,51.547312,-0.17593699999999998
5954,33.0,30.0,27.2,2521.7521627350748,2568.1678613437853,2614.583559952496,2660.9992585612067,2707.414957169917,3551.9,51.526866,-0.12190899999999999
5963,24.0,15.0,41.2,995.8401045258247,1042.2558031345354,1088.6715017432457,1135.0872003519564,1181.5028989606667,945.4,51.528314,-0.140907
5966,16.0,11.0,16.4,641.6071951435913,688.0228937523018,734.4385923610123,780.8542909697228,827.2699895784333,490.8,51.553701000000004,-0.207075
5970,19.0,12.0,32.1,705.0735736487388,751.4892722574493,797.9049708661598,844.3206694748706,890.7363680835808,594.5,51.556651,-0.159656
5976,22.0,16.0,23.9,1133.1315912813516,1179.547289890062,1225.9629884987728,1272.378687107483,1318.7943857161938,1038.3,51.514371999999995,-0.127842
5984,22.0,15.0,24.4,1038.1896574415646,1084.6053560502753,1131.0210546589856,1177.4367532676963,1223.852451876407,929.0,51.544229,-0.17365
5986,14.0,7.0,5.6,289.94511312730754,336.36081173601815,382.77651034472876,429.19220895343926,475.6079075621499,305.7,51.565643,-0.141308
5989,6.0,3.0,0.8,-135.5072941193049,-89.09159551059435,-42.67589690188379,3.739801706826711,50.155500315537324,4.7,51.551061,-0.206125
5997,18.0,10.0,16.8,564.4961840834644,610.9118826921751,657.3275813008859,703.7432799095961,750.1589785183069,427.5,51.555384000000004,-0.208443
5998,36.0,22.0,12.0,1856.7996479020908,1903.2153465108013,1949.6310451195118,1996.0467437282223,2042.4624423369332,1768.1,51.521377,-0.125169
6002,14.0,8.0,14.5,351.4138829708364,397.82958157954704,444.24528018825754,490.66097879696815,537.0766774056785,302.7,51.560261,-0.192653
6017,22.0,14.0,12.1,988.8282022349804,1035.2439008436909,1081.6595994524014,1128.075298061112,1174.4909966698224,823.5,51.521498,-0.11304000000000002
6033,14.0,6.0,5.8,196.0714717554864,242.4871703641969,288.9028689729074,335.318567581618,381.7342661903285,173.8,51.523374,-0.126559
6039,23.0,17.0,18.2,1255.3280072110465,1301.7437058197568,1348.1594044284675,1394.5751030371778,1440.9908016458885,1172.1,51.514459,-0.127521
6040,22.0,14.0,26.0,939.3306512192369,985.7463498279474,1032.162048436658,1078.5777470453686,1124.993445654079,678.5,51.551629999999996,-0.15804100000000001
6046,23.0,18.0,13.6,1364.869938113031,1411.2856367217416,1457.701335330452,1504.1170339391626,1550.532732547873,1302.3,51.551697999999995,-0.175985
6051,18.0,12.0,30.5,702.0337208327198,748.4494194414303,794.8651180501408,841.2808166588516,887.6965152675621,605.0,51.544432,-0.166908
6059,11.0,7.0,21.5,207.11337438961868,253.5290729983293,299.9447716070398,346.3604702157503,392.776168824461,225.4,51.550261,-0.204898
6064,18.0,8.0,19.7,367.84646410677465,414.26216271548526,460.67786132419565,507.09355993290626,553.5092585416169,230.9,51.521321,-0.111864
6080,22.0,15.0,25.9,1032.848195101736,1079.2638937104468,1125.6795923191573,1172.0952909278678,1218.5109895365786,929.0,51.550901,-0.152871
6081,17.0,10.0,15.6,560.0319413101581,606.4476399188686,652.8633385275791,699.2790371362898,745.6947357450003,420.2,51.514449,-0.12871
6094,16.0,8.0,12.4,376.36675553693465,422.78245414564515,469.19815275435576,515.6138513630663,562.0295499717768,282.9,51.554140999999994,-0.138709
6099,21.0,8.0,10.4,427.17576854921856,473.59146715792906,520.0071657666397,566.4228643753502,612.8385629840607,301.6,51.552861,-0.154508
6104,15.0,8.0,16.3,353.7415408082114,400.15723941692215,446.57293802563254,492.98863663434315,539.4043352430538,328.5,51.543675,-0.127181
6106,25.0,13.0,18.3,899.800949439353,946.2166480480635,992.6323466567742,1039.0480452654845,1085.4637438741952,381.7,51.521318,-0.113275
6112,21.0,16.0,23.8,1124.7502761255043,1171.1659747342148,1217.5816733429256,1263.9973719516358,1310.4130705603466,1029.0,51.531000000000006,-0.131683
6115,21.0,9.0,23.8,472.62015137326205,519.0358499819727,565.4515485906832,611.8672471993937,658.2829458081042,381.7,51.525752000000004,-0.11668099999999999
6122,17.0,11.0,15.5,653.5494851926574,699.9651838013681,746.3808824100786,792.7965810187891,839.2122796274998,499.6,51.539382,-0.131465
6131,17.0,9.0,12.3,478.6217120646031,525.0374106733136,571.4531092820243,617.8688078907348,664.2845064994453,352.1,51.56508,-0.14107999999999998
6146,22.0,12.0,21.8,767.9638529844017,814.379551593112,860.7952502018227,907.210948810533,953.6266474192437,626.0,51.527362,-0.134522
6149,14.0,8.0,13.6,354.6187603747335,401.034458983444,447.4501575921546,493.8658562008652,540.2815548095757,279.7,51.53439,-0.141519
6151,18.0,11.0,23.3,634.5112936707189,680.9269922794292,727.3426908881399,773.7583894968507,820.1740881055609,444.4,51.538053000000005,-0.150146
6156,22.0,17.0,21.5,1234.8393774182546,1281.255076026965,1327.6707746356756,1374.0864732443863,1420.5021718530968,1161.6,51.553439000000004,-0.154203
6158,10.0,5.0,10.6,50.8676952941812,97.2833939028917,143.6990925116022,190.1147911203127,236.53048972902332,111.9,51.555521999999996,-0.20851999999999998
6161,9.0,3.0,8.1,-135.29017290429562,-88.87447429558512,-42.45877568687456,3.9569229218359396,50.37262153054655,41.2,51.545995,-0.127494
6167,10.0,9.0,13.9,411.7622637192685,458.1779623279789,504.5936609366895,551.0093595454002,597.4250581541105,313.8,51.542849,-0.15565299999999999
6174,26.0,17.0,29.9,1239.8768388958922,1286.2925375046027,1332.7082361133132,1379.1239347220237,1425.5396333307347,1337.7,51.535282,-0.13228900000000002
6180,18.0,12.0,30.4,702.3898183220417,748.8055169307524,795.2212155394627,841.6369141481734,888.052612756884,594.5,51.519319,-0.118307
6181,21.0,9.0,18.8,490.42502583935686,536.8407244480675,583.256423056778,629.6721216654885,676.087820274199,352.1,51.532517999999996,-0.136271
6187,19.0,10.0,25.9,540.8287252003413,587.2444238090518,633.6601224177625,680.0758210264728,726.4915196351835,454.5,51.551809000000006,-0.156616
6188,18.0,10.0,16.1,566.9888665087178,613.4045651174283,659.820263726139,706.2359623348495,752.65166094356,427.5,51.570665000000005,-0.14869000000000002
6191,21.0,18.0,26.9,1300.0341467428805,1346.449845351591,1392.8655439603015,1439.2812425690124,1485.6969411777227,1278.7,51.55344,-0.156421
6192,16.0,4.0,4.2,32.92096408862017,79.33666269733067,125.75236130604128,172.16805991475178,218.5837585234624,75.4,51.521206,-0.12204100000000001
6194,20.0,9.0,30.0,441.8046943901352,488.2203929988458,534.6360916075564,581.0517902162669,627.4674888249776,372.8,51.525694,-0.11676099999999999
6204,30.0,20.0,27.2,1563.9254608677925,1610.341159476503,1656.7568580852135,1703.1725566939244,1749.588255302635,1607.8,51.535481,-0.131074
6212,16.0,9.0,8.4,483.7721015029879,530.1878001116986,576.6034987204089,623.0191973291196,669.4348959378303,340.3,51.533614,-0.136604
6221,22.0,13.0,18.6,872.5204190358795,918.9361176445902,965.3518162533007,1011.7675148620112,1058.183213470722,722.4,51.557990999999994,-0.14770899999999998
6233,22.0,13.0,21.0,863.9740792921541,910.3897779008648,956.8054765095751,1003.2211751182858,1049.6368737269966,722.4,51.553158,-0.157575
6239,21.0,12.0,15.6,781.3044846771897,827.7201832859005,874.135881894611,920.5515805033215,966.9672791120322,594.5,51.525521000000005,-0.11726500000000001
6243,21.0,14.0,13.3,975.8176197179482,1022.233318326659,1068.6490169353694,1115.06471554408,1161.4804141527907,794.9,51.514103000000006,-0.127923
6251,15.0,12.0,8.7,753.4507355693854,799.8664341780959,846.2821327868064,892.6978313955171,939.1135300042276,470.7,51.515861,-0.119422
6252,6.0,2.0,1.0,-229.3809354911262,-182.96523688241558,-136.54953827370508,-90.13383966499447,-43.71814105628391,16.3,51.552313,-0.152472
6258,20.0,12.0,37.8,693.51342940256,739.9291280112704,786.344826619981,832.7605252286917,879.176223837402,605.0,51.526009,-0.11627
6259,15.0,13.0,17.7,814.5634079235924,860.9791065323029,907.3948051410134,953.8105037497239,1000.2262023584344,465.2,51.563949,-0.141128
6260,12.0,7.0,11.4,251.81663345629931,298.2323320650098,344.6480306737204,391.0637292824309,437.47942789114154,340.3,51.527139,-0.13183399999999998
6261,22.0,9.0,9.0,534.0599924380717,580.4756910467822,626.8913896554927,673.3070882642035,719.722786872914,381.7,51.515089,-0.11838
6281,12.0,3.0,2.9,-90.56086552404952,-44.14516691533896,2.2705316933717086,48.68623030208221,95.10192891079271,41.2,51.525434999999995,-0.14308099999999999
6286,22.0,16.0,32.7,1101.795012221025,1148.2107108297353,1194.626409438446,1241.0421080471563,1287.457806655867,1075.6,51.517308,-0.120406
6294,12.0,7.0,6.4,269.621507922394,316.0372065311045,362.45290513981524,408.86860374852574,455.28430235723624,98.6,51.54965,-0.175809
6308,16.0,10.0,25.5,516.0408772221215,562.4565758308318,608.8722744395425,655.2879730482528,701.7036716569635,412.9,51.54892,-0.188115
6309,12.0,6.0,18.9,131.94787536397962,178.36357397269023,224.77927258140073,271.19497119011135,317.61066979882185,195.6,51.550067,-0.204406
6323,15.0,10.0,24.9,509.44004951288343,555.8557481215942,602.2714467303044,648.6871453390152,695.1028439477257,454.5,51.546531,-0.202724
6345,15.0,7.0,7.6,291.5605759860389,337.9762745947494,384.39197320346,430.8076718121706,477.2233704208811,340.3,51.565668,-0.1414
6348,15.0,10.0,28.7,495.90834491865144,542.3240435273619,588.7397421360724,635.1554407447832,681.5711393534937,454.5,51.558772,-0.191971
6351,18.0,15.0,33.6,970.4790378432735,1016.894736451984,1063.3104350606945,1109.7261336694053,1156.1418322781158,888.0,51.555492,-0.175143
6353,16.0,13.0,31.3,774.8715620209837,821.2872606296944,867.7029592384049,914.1186578471154,960.5343564558261,667.0,51.538567,-0.169234
6354,19.0,8.0,13.9,397.23753113261375,443.65322974132425,490.06892835003487,536.4846269587456,582.9003255674559,278.2,51.523978,-0.136668
6355,14.0,7.0,23.0,227.9841499852978,274.3998485940084,320.8155472027189,367.2312458114295,413.64694442014013,305.7,51.543003999999996,-0.139342
6359,20.0,14.0,24.3,927.9094832473706,974.3251818560814,1020.7408804647916,1067.1565790735024,1113.5722776822129,794.9,51.552678,-0.154918
6361,15.0,10.0,9.8,563.2107704004895,609.6264690092003,656.0421676179105,702.4578662266213,748.873564835332,454.5,51.527004,-0.133457
6363,13.0,13.0,11.3,819.8788219498551,866.2945205585656,912.7102191672764,959.1259177759869,1005.5416163846974,469.4,51.553670000000004,-0.169898
6364,22.0,10.0,16.6,600.1580296427851,646.5737282514956,692.9894268602063,739.4051254689168,785.8208240776273,460.3,51.520326000000004,-0.13291
6370,21.0,15.0,24.0,1030.876634753683,1077.2923333623935,1123.7080319711042,1170.1237305798147,1216.5394291885252,912.6,51.519065999999995,-0.108125
6373,10.0,6.0,17.0,121.23890237075739,167.6546009794679,214.0702995881784,260.4859981968889,306.9016968055996,155.2,51.557085,-0.149518
6374,23.0,14.0,34.9,916.3753873147573,962.791085923468,1009.2067845321785,1055.622483140889,1102.0381817495995,823.5,51.535222999999995,-0.130412
6375,20.0,13.0,21.3,845.43096153385,891.8466601425607,938.2623587512712,984.6780573599817,1031.0937559686922,442.0,51.551047,-0.175986
6378,23.0,16.0,15.8,1170.7129005615943,1217.128599170305,1263.5442977790153,1309.959996387726,1356.3756949964366,1038.3,51.526256,-0.14258099999999999
6398,35.0,24.0,11.3,2036.8778104685298,2083.2935090772403,2129.709207685951,2176.1249062946617,2222.540604903372,2273.2,51.526317,-0.120423
6402,22.0,15.0,25.9,1032.848195101736,1079.2638937104468,1125.6795923191573,1172.0952909278678,1218.5109895365786,929.0,51.520657,-0.12776600000000002
6404,21.0,15.0,32.8,999.5400556933564,1045.9557543020667,1092.3714529107774,1138.787151519488,1185.2028501281984,912.6,51.546064,-0.155947
6406,30.0,20.0,42.9,1508.018155044255,1554.4338536529654,1600.8495522616759,1647.2652508703868,1693.6809494790973,1680.7,51.5243,-0.121049
6412,15.0,8.0,13.3,364.42446548786836,410.840164096579,457.25586270528936,503.671561314,550.0872599227107,328.5,51.519353,-0.11096400000000001
6416,14.0,8.0,26.7,307.96998927356526,354.38568788227576,400.80138649098626,447.2170850996969,493.6327837084074,357.1,51.559874,-0.191392
6422,18.0,7.0,29.8,238.7191712920859,285.1348699007964,331.5505685095069,377.9662671182175,424.3819657269279,230.9,51.523763,-0.133934
6425,34.0,16.0,36.7,1192.4000643901793,1238.81576299889,1285.2314616076005,1331.647160216311,1378.0628588250217,1178.3,51.53413,-0.136233
6442,31.0,21.0,38.4,1625.9414011020867,1672.3570997107972,1718.7727983195082,1765.1884969282187,1811.6041955369292,1788.6,51.524640000000005,-0.128255
6446,21.0,19.0,22.0,1410.644370112831,1457.0600687215413,1503.4757673302518,1549.8914659389625,1596.307164547673,1385.2,51.515571,-0.116631
6449,16.0,8.0,19.6,350.7277363057582,397.1434349144687,443.5591335231793,489.9748321318897,536.3905307406003,278.2,51.557334999999995,-0.148798
6458,39.0,18.0,38.8,1414.9319731266205,1461.347671735331,1507.763370344042,1554.1790689527525,1600.5947675614625,2104.2,51.52202,-0.125864
6459,17.0,7.0,13.1,289.4500393636731,335.8657379723836,382.2814365810941,428.6971351898047,475.11283379851534,230.9,51.519465999999994,-0.13255899999999998
6476,13.0,16.0,25.3,1049.5095126243223,1095.9252112330328,1142.3409098417435,1188.756608450454,1235.1723070591645,777.0,51.542597,-0.138987
6483,12.0,6.0,5.2,180.73323140107937,227.14893000978986,273.56462861850036,319.980327227211,366.3960258359216,195.6,51.523303999999996,-0.12618800000000002
6491,22.0,16.0,16.8,1158.4145130232062,1204.8302116319167,1251.2459102406274,1297.6616088493377,1344.0773074580484,1038.3,51.516675,-0.119671
6495,16.0,5.0,5.6,121.09704563129105,167.51274424000155,213.92844284871217,260.3441414574228,306.7598400661333,117.8,51.541757000000004,-0.130395
6516,20.0,10.0,15.6,586.2441792456657,632.6598778543764,679.0755764630867,725.4912750717974,771.9069736805079,278.2,51.524077,-0.13641099999999998
6541,10.0,6.0,3.8,168.2437709612475,214.659469569958,261.0751681786686,307.4908667873791,353.9065653960897,173.8,51.532008000000005,-0.125641
6561,14.0,9.0,2.7,486.5948331039974,533.0105317127081,579.4262303214186,625.8419289301291,672.2576275388399,117.8,51.547,-0.175928
6562,34.0,24.0,18.9,2001.0769886348962,2047.4926872436072,2093.9083858523177,2140.3240844610286,2186.7397830697387,2378.2,51.526858000000004,-0.121581
6572,7.0,5.0,1.2,58.128621354931624,104.54431996364224,150.96001857235274,197.37571718106335,243.79141578977385,104.9,51.557687,-0.147752
6573,13.0,9.0,23.0,405.5696301264836,451.985328735194,498.4010273439046,544.8167259526153,591.2324245613256,376.5,51.559112,-0.193051
6575,20.0,10.0,15.8,585.5319842670219,631.9476828757327,678.3633814844429,724.7790800931537,771.1947787018639,372.8,51.548388,-0.175746
6582,29.0,22.0,11.2,1798.4865393004816,1844.902237909192,1891.3179365179026,1937.733635126613,1984.1493337353236,1963.0,51.51675,-0.11605
6583,16.0,9.0,4.7,496.947708607898,543.3634072166087,589.779105825319,636.1948044340297,682.6105030427404,428.0,51.524692,-0.122799
6586,12.0,7.0,15.6,236.86053890477967,283.2762375134902,329.6919361222009,376.1076347309114,422.5233333396219,248.7,51.548778999999996,-0.140995
6595,16.0,8.0,17.7,357.4935886028742,403.9092872115847,450.3249858202953,496.7406844290058,543.1563830377163,357.1,51.563002000000004,-0.146953
6604,6.0,3.0,0.6,-134.79509914066114,-88.37940053195052,-41.96370192324002,4.451996685470476,50.8676952941812,4.7,51.55018,-0.204463
6606,25.0,20.0,35.4,1491.0384035175512,1537.4541021262617,1583.8698007349726,1630.2854993436831,1676.7011979523932,1607.8,51.534719,-0.130103
6608,17.0,12.0,32.9,684.7499684438253,731.1656670525358,777.5813656612463,823.9970642699568,870.4127628786673,584.0,51.557577,-0.189005
6612,14.0,6.0,5.3,197.85195920209583,244.26765781080644,290.68335641951694,337.09905502822744,383.51475363693794,250.7,51.565595,-0.14129
6615,28.0,18.0,27.6,1358.7033528338116,1405.119051442522,1451.534750051233,1497.9504486599433,1544.3661472686535,1361.3,51.544643,-0.132572
6617,23.0,15.0,20.6,1060.4587746809657,1106.8744732896764,1153.2901718983871,1199.7058705070974,1246.1215691158081,929.0,51.518085,-0.129674
6619,11.0,8.0,18.8,309.8894529944873,356.3051516031978,402.72085021190844,449.1365488206188,495.55224742932944,279.7,51.541108,-0.15721500000000002
6620,15.0,6.0,8.7,194.4820572103206,240.8977558190312,287.3134544277417,333.7291530364522,380.1448516451628,285.4,51.53969,-0.131553
6629,22.0,14.0,23.9,946.8086984949966,993.2243971037071,1039.6400957124179,1086.0557943211284,1132.4714929298389,823.5,51.520083,-0.132638
6633,4.0,3.0,1.3,-154.76260685625277,-108.34690824754222,-61.93120963883166,-15.515511030121104,30.900187578589453,28.2,51.540416,-0.16914300000000002
6639,10.0,4.0,14.8,-57.24984565051591,-10.834147041805409,35.58155156690509,81.9972501756157,128.41294878432632,76.4,51.557313,-0.149507
6640,6.0,7.0,13.3,192.62630528816817,239.04200389687867,285.45770250558917,331.87340111429967,378.2890997230104,129.5,51.526555,-0.140975
6651,5.0,3.0,1.6,-147.09348667904925,-100.67778807033875,-54.262089461628136,-7.84639085291758,38.56930775579292,32.6,51.522273,-0.124956
6653,10.0,5.0,3.8,75.08232456807002,121.49802317678052,167.91372178549113,214.32942039420163,260.74511900291213,127.8,51.516090000000005,-0.126301
6658,16.0,11.0,34.9,575.7291596190405,622.1448582277512,668.5605568364617,714.9762554451722,761.3919540538827,490.8,51.541015,-0.16710899999999998
6659,15.0,8.0,26.8,316.3513044294125,362.7670030381231,409.1827016468335,455.5984002555442,502.01409886425483,389.1,51.559474,-0.190999
6673,12.0,9.0,21.7,401.461484842499,447.8771834512096,494.2928820599202,540.7085806686307,587.1242792773412,353.8,51.540791,-0.16957
6675,12.0,6.0,30.4,90.99666409196175,137.41236270067225,183.82806130938275,230.24375991809347,276.659458526804,195.6,51.549191,-0.20268599999999998
6685,16.0,10.0,17.3,545.2408713465168,591.6565699552273,638.0722685639378,684.4879671726483,730.903665781359,412.9,51.558305,-0.139628
6688,21.0,10.0,19.9,579.6693998499934,626.0850984587039,672.5007970674144,718.9164956761251,765.3321942848356,453.0,51.521522,-0.11111199999999999
6697,22.0,15.0,15.8,1068.8140415232476,1115.2297401319584,1161.6454387406686,1208.0611373493794,1254.4768359580899,929.0,51.514097,-0.12947899999999998
6701,12.0,6.0,12.3,155.45030965922479,201.86600826793529,248.28170687664579,294.6974054853564,341.113104094067,57.5,51.552206,-0.14094500000000001
6705,9.0,6.0,11.4,132.44294912761427,178.85864773632477,225.27434634503527,271.6900449537459,318.1057435624565,87.5,51.55115,-0.138031
6714,24.0,16.0,20.1,1164.138121165922,1210.5538197746325,1256.9695183833433,1303.3852169920535,1349.8009156007643,1057.0,51.514542999999996,-0.127424
6716,14.0,6.0,12.9,170.78855001363183,217.20424862234233,263.61994723105295,310.03564583976345,356.45134444847395,221.1,51.53163,-0.13063
6724,18.0,12.0,10.7,772.5410237184551,818.9567223271656,865.3724209358761,911.7881195445868,958.2038181532973,169.6,51.542614,-0.17041099999999998
6728,15.0,6.0,17.8,162.07718568202813,208.49288429073874,254.90858289944924,301.32428150815974,347.73998011687036,285.4,51.565496,-0.142645
6737,17.0,11.0,21.4,632.5397333226656,678.9554319313761,725.3711305400868,771.7868291487973,818.2025277575078,499.6,51.558864,-0.192194
6741,26.0,20.0,40.7,1480.9026492286598,1527.3183478373703,1573.7340464460813,1620.1497450547918,1666.5654436635018,1622.3,51.535032,-0.131142
6743,12.0,6.0,13.3,151.88933476600585,198.30503337471634,244.72073198342684,291.13643059213746,337.55212920084807,195.6,51.552485,-0.13761500000000002
6747,20.0,9.0,12.1,505.54614497875446,551.9618435874652,598.3775421961757,644.7932408048862,691.2089394135967,372.8,51.518246000000005,-0.107821
6749,20.0,10.0,16.2,584.1075943097344,630.5232929184449,676.9389915271554,723.3546901358661,769.7703887445764,372.8,51.522589,-0.132436
6754,10.0,7.0,3.8,261.40521735442496,307.82091596313546,354.2366145718461,400.6523131805566,447.0680117892671,157.5,51.555817,-0.176573
6760,12.0,7.0,29.9,185.93859793174863,232.35429654045925,278.76999514916986,325.18569375788036,371.60139236659086,248.7,51.543976,-0.145125
6776,20.0,9.0,17.3,487.0290755340159,533.4447741427266,579.8604727514371,626.2761713601476,672.6918699688583,372.8,51.540699,-0.134459
6786,13.0,8.0,16.2,336.62281300719496,383.0385116159056,429.4542102246162,475.8699088333266,522.2856074420372,302.7,51.550599,-0.15189
6802,18.0,10.0,12.3,580.5205711029498,626.9362697116603,673.351968320371,719.7676669290815,766.183365537792,427.5,51.526921,-0.132673
6806,5.0,1.0,0.4,-329.1432095935414,-282.72751098483093,-236.31181237612032,-189.89611376740982,-143.4804151586992,4.7,51.553613,-0.21168
6813,14.0,12.0,18.1,711.2401589279582,757.6558575366685,804.0715561453792,850.4872547540899,896.9029533628002,466.2,51.547955,-0.192735
6816,14.0,12.0,36.1,647.142610850017,693.5583094587273,739.974008067438,786.3897066761488,832.805405284859,466.2,51.540673999999996,-0.166376
6818,14.0,10.0,11.7,547.7075054582044,594.1232040669149,640.5389026756254,686.9546012843361,733.3702998930466,357.1,51.532677,-0.12980799999999998
6824,26.0,17.0,39.9,1204.2670899637028,1250.682788572413,1297.0984871811238,1343.5141857898343,1389.929884398545,1607.8,51.53533,-0.132445
6834,23.0,8.0,19.5,412.24572231126444,458.66142091997506,505.07711952868544,551.4928181373962,597.9085167461067,301.6,51.52015,-0.136241
6839,16.0,9.0,10.2,477.36234669519376,523.7780453039045,570.1937439126148,616.6094425213255,663.0251411300362,340.3,51.564465999999996,-0.146478
6845,31.0,20.0,11.1,1629.9945692937868,1676.4102679024973,1722.8259665112082,1769.2416651199187,1815.6573637286288,1680.7,51.516427,-0.116612
6849,30.0,16.0,22.0,1209.7967447398214,1256.2124433485317,1302.6281419572424,1349.043840565953,1395.4595391746634,1075.6,51.526884,-0.12073900000000001
6850,25.0,20.0,35.7,1489.9701110495855,1536.385809658296,1582.8015082670067,1629.2172068757172,1675.6329054844277,1607.8,51.535237,-0.13053800000000002
6853,12.0,10.0,14.1,521.6863404241406,568.102039032851,614.5177376415616,660.9334362502723,707.3491348589826,398.2,51.537267,-0.160636
6854,12.0,13.0,14.4,800.1023871357074,846.5180857444177,892.9337843531284,939.3494829618389,985.7651815705494,782.7,51.551482,-0.137791
6871,9.0,5.0,11.2,39.993697713080564,86.40939632179106,132.82509493050156,179.24079353921218,225.6564921479228,78.1,51.551856,-0.136778
6886,20.0,12.0,33.2,709.893913911367,756.3096125200777,802.7253111287882,849.1410097374987,895.5567083462092,605.0,51.545124,-0.1396
6889,16.0,5.0,4.7,124.30192303518811,170.7176216438986,217.13332025260922,263.54901886131984,309.96471747003034,117.8,51.542056,-0.13058
6900,17.0,12.0,29.2,697.9255755487354,744.3412741574459,790.7569727661564,837.1726713748669,883.5883699835774,584.0,51.553421,-0.206695
6912,12.0,7.0,5.7,272.1141903476473,318.5298889563578,364.9455875650684,411.36128617377904,457.77698478248954,187.0,51.546129,-0.2027
6920,20.0,7.0,16.9,302.1305727049487,348.5462713136592,394.9619699223698,441.3776685310802,487.7933671397909,230.9,51.528383000000005,-0.135695
6930,21.0,10.0,19.7,580.3815948286372,626.7972934373477,673.2129920460582,719.6286906547689,766.0443892634794,420.2,51.556854,-0.147973
6933,17.0,7.0,23.6,252.05980298487407,298.47550159358457,344.8912002022952,391.3068988110057,437.7225974197163,230.9,51.56366,-0.143075
6937,15.0,12.0,22.2,705.3775745109294,751.7932731196402,798.2089717283507,844.6246703370612,891.0403689457719,888.0,51.528163,-0.139476
6963,9.0,6.0,12.0,130.30636419168286,176.72206280039336,223.13776140910397,269.5534600178146,315.9691586265251,139.2,51.558617,-0.144844
6968,14.0,8.0,15.7,347.1407130989737,393.5564117076842,439.9721103163947,486.38780892510545,532.8035075338157,279.7,51.535396,-0.14261600000000002
6973,27.0,18.0,38.5,1311.1513138525559,1357.5670124612664,1403.9827110699769,1450.3984096786876,1496.814108287398,2068.9,51.543985,-0.149006
6974,12.0,8.0,12.9,339.6366175096483,386.0523161183588,432.46801472706943,478.88371333578004,525.2994119444907,302.7,51.541153,-0.155782
6977,16.0,12.0,18.8,726.222301793043,772.6380004017537,819.0536990104645,865.4693976191747,911.8850962278855,578.8,51.528755,-0.13965
6987,19.0,14.0,20.4,933.0598726857554,979.4755712944659,1025.8912699031766,1072.306968511887,1118.7226671205976,456.0,51.540914,-0.172375
6991,23.0,14.0,29.8,934.536359270174,980.9520578788847,1027.3677564875952,1073.7834550963057,1120.1991537050162,823.5,51.555013,-0.190637
